Date,Time,CO(GT),T
2004-06-21 13:00:00,13:00:00,1.2,30.050000190735
2004-06-21 14:00:00,14:00:00,1.4,29.5
2004-06-21 15:00:00,15:00:00,1.6,31.10000038147
2004-06-21 16:00:00,16:00:00,1.6,30.325000286102
2004-06-21 17:00:00,17:00:00,2.2,30.075000286102
2004-06-21 18:00:00,18:00:00,3.0,28.574999809265
2004-06-21 19:00:00,19:00:00,3.0,26.074999809265
2004-06-21 20:00:00,20:00:00,2.7,24.47500038147
2004-06-21 21:00:00,21:00:00,2.1,23.099999904633
2004-06-21 22:00:00,22:00:00,1.6,21.775000095367
2004-06-21 23:00:00,23:00:00,1.3,20.900000572205
2004-06-22 00:00:00,00:00:00,1.1,20.500000476837
2004-06-22 01:00:00,01:00:00,0.7,20.025000572205
2004-06-22 02:00:00,02:00:00,0.4,22.14999961853
2004-06-22 03:00:00,03:00:00,0.2,21.0
2004-06-22 04:00:00,04:00:00,0.2,19.750000476837
2004-06-22 05:00:00,05:00:00,0.3,19.0
2004-06-22 06:00:00,06:00:00,0.9,17.75
2004-06-22 07:00:00,07:00:00,3.1,18.174999713898
2004-06-22 08:00:00,08:00:00,5.0,20.599999427795
2004-06-22 09:00:00,09:00:00,2.8,22.824999809265
2004-06-22 10:00:00,10:00:00,2.8,27.050000190735
2004-06-22 11:00:00,11:00:00,2.1,30.449999809265
2004-06-22 12:00:00,12:00:00,3.1,31.10000038147
2004-06-22 13:00:00,13:00:00,3.0,31.424999713898
2004-06-22 14:00:00,14:00:00,2.1,30.849999904633
2004-06-22 15:00:00,15:00:00,1.7,31.824999332428
2004-06-22 16:00:00,16:00:00,2.2,33.474999427795
2004-06-22 17:00:00,17:00:00,3.5,33.050000190735
2004-06-22 18:00:00,18:00:00,3.6,31.675000190735
2004-06-22 19:00:00,19:00:00,4.1,29.02499961853
2004-06-22 20:00:00,20:00:00,4.0,27.400000095367
2004-06-22 21:00:00,21:00:00,1.8,25.249999523163
2004-06-22 22:00:00,22:00:00,1.7,23.999999523163
2004-06-22 23:00:00,23:00:00,2.4,23.849999904633
2004-06-23 00:00:00,00:00:00,1.2,22.85000038147
2004-06-23 01:00:00,01:00:00,0.8,22.800000190735
2004-06-23 02:00:00,02:00:00,0.5,21.800000190735
2004-06-23 03:00:00,03:00:00,0.3,21.699999809265
2004-06-23 04:00:00,04:00:00,-200.0,20.800000190735
2004-06-23 05:00:00,05:00:00,0.4,21.724999904633
2004-06-23 06:00:00,06:00:00,1.0,20.349999904633
2004-06-23 07:00:00,07:00:00,3.8,20.474999904633
2004-06-23 08:00:00,08:00:00,3.2,21.650000095367
2004-06-23 09:00:00,09:00:00,3.5,24.000000476837
2004-06-23 10:00:00,10:00:00,3.2,28.5
2004-06-23 11:00:00,11:00:00,2.3,32.224999904633
2004-06-23 12:00:00,12:00:00,2.2,34.949999809265
2004-06-23 13:00:00,13:00:00,2.1,35.375
2004-06-23 14:00:00,14:00:00,1.9,34.400000572205
2004-06-23 15:00:00,15:00:00,2.4,34.824999809265
2004-06-23 16:00:00,16:00:00,2.5,34.324999809265
2004-06-23 17:00:00,17:00:00,3.6,32.525000572205
2004-06-23 18:00:00,18:00:00,3.9,31.275000095367
2004-06-23 19:00:00,19:00:00,4.4,30.150000095367
2004-06-23 20:00:00,20:00:00,4.8,28.52499961853
2004-06-23 21:00:00,21:00:00,2.5,27.299999713898
2004-06-23 22:00:00,22:00:00,2.8,26.074999809265
2004-06-23 23:00:00,23:00:00,3.2,24.650000572205
2004-06-24 00:00:00,00:00:00,2.6,23.599999427795
2004-06-24 01:00:00,01:00:00,1.5,23.275000095367
2004-06-24 02:00:00,02:00:00,1.0,23.299999713898
2004-06-24 03:00:00,03:00:00,0.8,22.900000095367
2004-06-24 04:00:00,04:00:00,0.6,23.699999809265
2004-06-24 05:00:00,05:00:00,0.6,21.150000572205
2004-06-24 06:00:00,06:00:00,0.7,22.14999961853
2004-06-24 07:00:00,07:00:00,1.2,21.85000038147
2004-06-24 08:00:00,08:00:00,1.5,24.675000190735
2004-06-24 09:00:00,09:00:00,1.3,26.950000286102
2004-06-24 10:00:00,10:00:00,1.6,29.125
2004-06-24 11:00:00,11:00:00,1.5,31.050000190735
2004-06-24 12:00:00,12:00:00,1.2,31.924999713898
2004-06-24 13:00:00,13:00:00,1.1,32.775001525879
2004-06-24 14:00:00,14:00:00,1.2,33.449999809265
2004-06-24 15:00:00,15:00:00,1.3,35.324999809265
2004-06-24 16:00:00,16:00:00,1.4,35.77499961853
2004-06-24 17:00:00,17:00:00,1.6,35.25
2004-06-24 18:00:00,18:00:00,2.1,33.349999904633
2004-06-24 19:00:00,19:00:00,3.0,30.266666412354
2004-06-24 20:00:00,20:00:00,2.8,28.324999809265
2004-06-24 21:00:00,21:00:00,3.8,27.10000038147
2004-06-24 22:00:00,22:00:00,3.2,25.400000572205
2004-06-24 23:00:00,23:00:00,4.1,24.550000190735
2004-06-25 00:00:00,00:00:00,2.6,23.749999523163
2004-06-25 01:00:00,01:00:00,2.0,23.0
2004-06-25 02:00:00,02:00:00,0.9,24.775000095367
2004-06-25 03:00:00,03:00:00,0.7,23.075000286102
2004-06-25 04:00:00,04:00:00,0.6,21.749999523163
2004-06-25 05:00:00,05:00:00,0.6,21.875000476837
2004-06-25 06:00:00,06:00:00,1.6,20.050000190735
2004-06-25 07:00:00,07:00:00,2.6,21.5
2004-06-25 08:00:00,08:00:00,2.9,22.875
2004-06-25 09:00:00,09:00:00,2.8,25.699999809265
2004-06-25 10:00:00,10:00:00,1.9,29.924999713898
2004-06-25 11:00:00,11:00:00,1.9,32.900000095367
2004-06-25 12:00:00,12:00:00,2.1,33.97500038147
2004-06-25 13:00:00,13:00:00,1.9,34.724999427795
2004-06-25 14:00:00,14:00:00,1.6,35.525000572205
2004-06-25 15:00:00,15:00:00,1.6,35.89999961853
2004-06-25 16:00:00,16:00:00,2.1,36.175000190735
2004-06-25 17:00:00,17:00:00,2.4,35.35000038147
2004-06-25 18:00:00,18:00:00,2.8,32.925000190735
2004-06-25 19:00:00,19:00:00,3.4,29.925000190735
2004-06-25 20:00:00,20:00:00,3.4,28.099999904633
2004-06-25 21:00:00,21:00:00,2.7,26.125
2004-06-25 22:00:00,22:00:00,2.6,24.950000286102
2004-06-25 23:00:00,23:00:00,2.3,24.25
2004-06-26 00:00:00,00:00:00,1.2,24.000000476837
2004-06-26 01:00:00,01:00:00,1.0,22.424999713898
2004-06-26 02:00:00,02:00:00,0.9,21.22500038147
2004-06-26 03:00:00,03:00:00,1.1,19.474999904633
2004-06-26 04:00:00,04:00:00,-200.0,21.199999809265
2004-06-26 05:00:00,05:00:00,0.4,19.5
2004-06-26 06:00:00,06:00:00,0.9,18.625
2004-06-26 07:00:00,07:00:00,1.8,19.724999904633
2004-06-26 08:00:00,08:00:00,2.2,21.949999809265
2004-06-26 09:00:00,09:00:00,2.4,24.500000476837
2004-06-26 10:00:00,10:00:00,2.3,29.97500038147
2004-06-26 11:00:00,11:00:00,1.6,34.52499961853
2004-06-26 12:00:00,12:00:00,1.4,36.324999809265
2004-06-26 13:00:00,13:00:00,1.4,37.675000190735
2004-06-26 14:00:00,14:00:00,1.0,38.325000762939
2004-06-26 15:00:00,15:00:00,1.0,38.35000038147
2004-06-26 16:00:00,16:00:00,1.2,37.249999046326
2004-06-26 17:00:00,17:00:00,1.3,33.974999427795
2004-06-26 18:00:00,18:00:00,1.5,32.299999713898
2004-06-26 19:00:00,19:00:00,1.9,30.500000476837
2004-06-26 20:00:00,20:00:00,1.8,29.224999427795
2004-06-26 21:00:00,21:00:00,1.4,28.375
2004-06-26 22:00:00,22:00:00,1.7,27.674999713898
2004-06-26 23:00:00,23:00:00,2.7,27.174999713898
2004-06-27 00:00:00,00:00:00,2.1,26.5
2004-06-27 01:00:00,01:00:00,1.4,25.5
2004-06-27 02:00:00,02:00:00,1.0,25.150000095367
2004-06-27 03:00:00,03:00:00,1.0,23.174999713898
2004-06-27 04:00:00,04:00:00,0.8,23.199999809265
2004-06-27 05:00:00,05:00:00,0.5,23.999999523163
2004-06-27 06:00:00,06:00:00,0.6,23.5
2004-06-27 07:00:00,07:00:00,0.6,23.52499961853
2004-06-27 08:00:00,08:00:00,1.0,24.675000190735
2004-06-27 09:00:00,09:00:00,1.6,27.199999332428
2004-06-27 10:00:00,10:00:00,1.9,30.96666653951
2004-06-27 11:00:00,11:00:00,1.7,35.199999809265
2004-06-27 12:00:00,12:00:00,1.1,37.849999427795
2004-06-27 13:00:00,13:00:00,0.8,39.0
2004-06-27 14:00:00,14:00:00,0.7,41.25
2004-06-27 15:00:00,15:00:00,0.7,41.77499961853
2004-06-27 16:00:00,16:00:00,1.2,42.199999809265
2004-06-27 17:00:00,17:00:00,1.6,41.375
2004-06-27 18:00:00,18:00:00,1.6,38.85000038147
2004-06-27 19:00:00,19:00:00,1.7,34.324999809265
2004-06-27 20:00:00,20:00:00,2.0,32.650000095367
2004-06-27 21:00:00,21:00:00,2.3,30.47500038147
2004-06-27 22:00:00,22:00:00,2.4,29.02499961853
2004-06-27 23:00:00,23:00:00,1.7,28.224999904633
2004-06-28 00:00:00,00:00:00,1.2,27.200000286102
2004-06-28 01:00:00,01:00:00,1.0,26.650000095367
2004-06-28 02:00:00,02:00:00,0.6,25.950000286102
2004-06-28 03:00:00,03:00:00,0.5,22.750000476837
2004-06-28 04:00:00,04:00:00,0.4,24.0
2004-06-28 05:00:00,05:00:00,0.5,24.049999237061
2004-06-28 06:00:00,06:00:00,0.7,23.699999809265
2004-06-28 07:00:00,07:00:00,3.2,23.64999961853
2004-06-28 08:00:00,08:00:00,5.6,25.525000095367
2004-06-28 09:00:00,09:00:00,4.6,28.52499961853
2004-06-28 10:00:00,10:00:00,3.3,32.625000476837
2004-06-28 11:00:00,11:00:00,2.1,36.300000190735
2004-06-28 12:00:00,12:00:00,1.9,37.52499961853
2004-06-28 13:00:00,13:00:00,1.9,39.550000190735
2004-06-28 14:00:00,14:00:00,1.6,40.050001144409
2004-06-28 15:00:00,15:00:00,2.0,40.425000190735
2004-06-28 16:00:00,16:00:00,1.8,39.875
2004-06-28 17:00:00,17:00:00,2.9,39.125
2004-06-28 18:00:00,18:00:00,3.4,37.0
2004-06-28 19:00:00,19:00:00,3.1,33.875
2004-06-28 20:00:00,20:00:00,2.5,31.875
2004-06-28 21:00:00,21:00:00,1.8,29.675000190735
2004-06-28 22:00:00,22:00:00,1.8,28.60000038147
2004-06-28 23:00:00,23:00:00,2.0,27.75
2004-06-29 00:00:00,00:00:00,1.5,27.75
2004-06-29 01:00:00,01:00:00,0.8,27.525000095367
2004-06-29 02:00:00,02:00:00,0.4,27.324999809265
2004-06-29 03:00:00,03:00:00,0.3,25.999999523163
2004-06-29 04:00:00,04:00:00,-200.0,24.849999427795
2004-06-29 05:00:00,05:00:00,0.5,25.925000667572
2004-06-29 06:00:00,06:00:00,0.7,25.27499961853
2004-06-29 07:00:00,07:00:00,3.4,24.724999904633
2004-06-29 08:00:00,08:00:00,5.7,27.10000038147
2004-06-29 09:00:00,09:00:00,3.2,28.299999713898
2004-06-29 10:00:00,10:00:00,2.7,32.449999809265
2004-06-29 11:00:00,11:00:00,2.1,35.39999961853
2004-06-29 12:00:00,12:00:00,2.8,35.549999237061
2004-06-29 13:00:00,13:00:00,2.5,37.825000762939
2004-06-29 14:00:00,14:00:00,2.1,37.199998855591
2004-06-29 15:00:00,15:00:00,2.5,37.22500038147
2004-06-29 16:00:00,16:00:00,2.7,37.999999046326
2004-06-29 17:00:00,17:00:00,3.7,37.050000190735
2004-06-29 18:00:00,18:00:00,3.7,36.949999809265
2004-06-29 19:00:00,19:00:00,4.6,34.700000762939
2004-06-29 20:00:00,20:00:00,2.6,31.925000190735
2004-06-29 21:00:00,21:00:00,2.5,30.500000476837
2004-06-29 22:00:00,22:00:00,2.3,29.299999713898
2004-06-29 23:00:00,23:00:00,2.2,28.249999523163
2004-06-30 00:00:00,00:00:00,2.5,27.349999427795
2004-06-30 01:00:00,01:00:00,0.9,26.766666412354
2004-06-30 02:00:00,02:00:00,0.8,25.97500038147
2004-06-30 03:00:00,03:00:00,0.7,26.849999904633
2004-06-30 04:00:00,04:00:00,0.5,26.875
2004-06-30 05:00:00,05:00:00,0.7,24.575000286102
2004-06-30 06:00:00,06:00:00,0.9,26.375000476837
2004-06-30 07:00:00,07:00:00,2.2,27.25
2004-06-30 08:00:00,08:00:00,2.8,28.449999332428
2004-06-30 09:00:00,09:00:00,2.9,30.77499961853
2004-06-30 10:00:00,10:00:00,2.9,34.224999427795
2004-06-30 11:00:00,11:00:00,3.0,36.974999427795
2004-06-30 12:00:00,12:00:00,2.5,36.599999427795
2004-06-30 13:00:00,13:00:00,2.3,36.875
2004-06-30 14:00:00,14:00:00,2.1,39.275000572205
2004-06-30 15:00:00,15:00:00,1.9,38.499999046326
2004-06-30 16:00:00,16:00:00,2.3,39.724999427795
2004-06-30 17:00:00,17:00:00,4.2,38.774998664856
2004-06-30 18:00:00,18:00:00,4.9,33.549999237061
2004-06-30 19:00:00,19:00:00,4.9,34.02499961853
2004-06-30 20:00:00,20:00:00,3.5,31.900000572205
2004-06-30 21:00:00,21:00:00,2.5,30.200000286102
2004-06-30 22:00:00,22:00:00,2.5,28.924999713898
2004-06-30 23:00:00,23:00:00,2.6,27.77499961853
2004-07-01 00:00:00,00:00:00,2.3,27.074999809265
2004-07-01 01:00:00,01:00:00,1.5,26.200000286102
2004-07-01 02:00:00,02:00:00,0.9,26.875
2004-07-01 03:00:00,03:00:00,0.6,26.25
2004-07-01 04:00:00,04:00:00,0.6,24.85000038147
2004-07-01 05:00:00,05:00:00,0.8,23.425000190735
2004-07-01 06:00:00,06:00:00,0.9,24.375
2004-07-01 07:00:00,07:00:00,2.4,25.099999904633
2004-07-01 08:00:00,08:00:00,3.9,26.599999904633
2004-07-01 09:00:00,09:00:00,2.9,28.199999809265
2004-07-01 10:00:00,10:00:00,2.7,31.575000762939
2004-07-01 11:00:00,11:00:00,2.0,34.199999809265
2004-07-01 12:00:00,12:00:00,2.4,36.599999427795
2004-07-01 13:00:00,13:00:00,2.0,37.574999809265
2004-07-01 14:00:00,14:00:00,1.8,38.075000762939
2004-07-01 15:00:00,15:00:00,1.9,37.849999427795
2004-07-01 16:00:00,16:00:00,1.8,37.800000190735
2004-07-01 17:00:00,17:00:00,2.9,36.89999961853
2004-07-01 18:00:00,18:00:00,3.3,34.474999427795
2004-07-01 19:00:00,19:00:00,4.4,32.52499961853
2004-07-01 20:00:00,20:00:00,3.4,30.925000190735
2004-07-01 21:00:00,21:00:00,1.9,28.699999809265
2004-07-01 22:00:00,22:00:00,2.1,27.675000190735
2004-07-01 23:00:00,23:00:00,2.5,26.800000190735
2004-07-02 00:00:00,00:00:00,2.3,26.124999523163
2004-07-02 01:00:00,01:00:00,1.7,25.874999523163
2004-07-02 02:00:00,02:00:00,1.5,25.299999713898
2004-07-02 03:00:00,03:00:00,0.8,26.625
2004-07-02 04:00:00,04:00:00,-200.0,25.325000286102
2004-07-02 05:00:00,05:00:00,0.5,25.14999961853
2004-07-02 06:00:00,06:00:00,0.8,24.824999809265
2004-07-02 07:00:00,07:00:00,2.6,25.675000190735
2004-07-02 08:00:00,08:00:00,4.9,27.425000190735
2004-07-02 09:00:00,09:00:00,2.9,29.349999904633
2004-07-02 10:00:00,10:00:00,2.8,33.625
2004-07-02 11:00:00,11:00:00,1.8,34.625
2004-07-02 12:00:00,12:00:00,1.8,35.625
2004-07-02 13:00:00,13:00:00,1.9,36.949999809265
2004-07-02 14:00:00,14:00:00,1.7,38.775000572205
2004-07-02 15:00:00,15:00:00,1.7,38.14999961853
2004-07-02 16:00:00,16:00:00,1.9,37.06666692098
2004-07-02 17:00:00,17:00:00,2.1,34.800000190735
2004-07-02 18:00:00,18:00:00,2.4,33.574998855591
2004-07-02 19:00:00,19:00:00,3.0,31.375000476837
2004-07-02 20:00:00,20:00:00,2.8,29.474999904633
2004-07-02 21:00:00,21:00:00,1.9,27.375000476837
2004-07-02 22:00:00,22:00:00,2.1,26.075000286102
2004-07-02 23:00:00,23:00:00,1.8,25.5
2004-07-03 00:00:00,00:00:00,2.5,24.0
2004-07-03 01:00:00,01:00:00,1.1,24.224999904633
2004-07-03 02:00:00,02:00:00,0.7,23.449999809265
2004-07-03 03:00:00,03:00:00,0.7,21.75
2004-07-03 04:00:00,04:00:00,0.4,22.574999809265
2004-07-03 05:00:00,05:00:00,0.7,20.174999713898
2004-07-03 06:00:00,06:00:00,0.7,20.500000476837
2004-07-03 07:00:00,07:00:00,1.8,21.400000572205
2004-07-03 08:00:00,08:00:00,2.3,23.224999904633
2004-07-03 09:00:00,09:00:00,1.9,25.300000190735
2004-07-03 10:00:00,10:00:00,1.7,29.875
2004-07-03 11:00:00,11:00:00,1.3,33.874999046326
2004-07-03 12:00:00,12:00:00,1.5,36.25
2004-07-03 13:00:00,13:00:00,1.3,36.625000953674
2004-07-03 14:00:00,14:00:00,0.8,37.425000190735
2004-07-03 15:00:00,15:00:00,0.8,37.925001144409
2004-07-03 16:00:00,16:00:00,1.1,38.025000572205
2004-07-03 17:00:00,17:00:00,1.2,36.949998855591
2004-07-03 18:00:00,18:00:00,1.2,35.25
2004-07-03 19:00:00,19:00:00,1.4,31.85000038147
2004-07-03 20:00:00,20:00:00,1.1,29.14999961853
2004-07-03 21:00:00,21:00:00,1.5,27.449999809265
2004-07-03 22:00:00,22:00:00,2.0,26.675000190735
2004-07-03 23:00:00,23:00:00,1.9,25.175000190735
2004-07-04 00:00:00,00:00:00,2.2,23.974999904633
2004-07-04 01:00:00,01:00:00,1.1,24.5
2004-07-04 02:00:00,02:00:00,1.1,22.599999427795
2004-07-04 03:00:00,03:00:00,0.8,22.150000095367
2004-07-04 04:00:00,04:00:00,0.6,21.150000095367
2004-07-04 05:00:00,05:00:00,0.6,20.25
2004-07-04 06:00:00,06:00:00,0.6,21.299999713898
2004-07-04 07:00:00,07:00:00,0.6,23.049999713898
2004-07-04 08:00:00,08:00:00,1.1,23.749999523163
2004-07-04 09:00:00,09:00:00,1.0,25.374999523163
2004-07-04 10:00:00,10:00:00,1.0,29.64999961853
2004-07-04 11:00:00,11:00:00,1.0,33.924999237061
2004-07-04 12:00:00,12:00:00,0.8,35.799999237061
2004-07-04 13:00:00,13:00:00,0.7,37.900000572205
2004-07-04 14:00:00,14:00:00,0.4,38.525000572205
2004-07-04 15:00:00,15:00:00,0.5,39.349999427795
2004-07-04 16:00:00,16:00:00,0.6,38.850001335144
2004-07-04 17:00:00,17:00:00,0.7,37.85000038147
2004-07-04 18:00:00,18:00:00,0.9,35.77499961853
2004-07-04 19:00:00,19:00:00,1.6,32.250000476837
2004-07-04 20:00:00,20:00:00,1.6,30.099999904633
2004-07-04 21:00:00,21:00:00,1.7,28.199999809265
2004-07-04 22:00:00,22:00:00,1.3,26.025000572205
2004-07-04 23:00:00,23:00:00,1.9,25.299999713898
2004-07-05 00:00:00,00:00:00,1.5,24.650000095367
2004-07-05 01:00:00,01:00:00,0.6,25.525000095367
2004-07-05 02:00:00,02:00:00,0.4,22.450000286102
2004-07-05 03:00:00,03:00:00,0.3,21.624999523163
2004-07-05 04:00:00,04:00:00,-200.0,19.72500038147
2004-07-05 05:00:00,05:00:00,0.4,21.625000476837
2004-07-05 06:00:00,06:00:00,0.7,21.050000190735
2004-07-05 07:00:00,07:00:00,2.0,21.625
2004-07-05 08:00:00,08:00:00,3.9,23.733332951864
2004-07-05 09:00:00,09:00:00,3.6,26.0
2004-07-05 10:00:00,10:00:00,3.2,30.575000286102
2004-07-05 11:00:00,11:00:00,2.2,34.074999809265
2004-07-05 12:00:00,12:00:00,2.2,36.175000190735
2004-07-05 13:00:00,13:00:00,2.1,37.424999237061
2004-07-05 14:00:00,14:00:00,1.8,39.549999237061
2004-07-05 15:00:00,15:00:00,2.0,40.39999961853
2004-07-05 16:00:00,16:00:00,1.8,40.074999809265
2004-07-05 17:00:00,17:00:00,3.0,39.324999809265
2004-07-05 18:00:00,18:00:00,4.3,37.25
2004-07-05 19:00:00,19:00:00,3.5,33.624999046326
2004-07-05 20:00:00,20:00:00,2.5,30.650000095367
2004-07-05 21:00:00,21:00:00,1.8,28.77499961853
2004-07-05 22:00:00,22:00:00,1.9,27.349999904633
2004-07-05 23:00:00,23:00:00,1.9,26.150000095367
2004-07-06 00:00:00,00:00:00,1.9,25.35000038147
2004-07-06 01:00:00,01:00:00,0.9,25.849999904633
2004-07-06 02:00:00,02:00:00,0.7,23.299999713898
2004-07-06 03:00:00,03:00:00,0.6,23.450000286102
2004-07-06 04:00:00,04:00:00,0.4,23.525000095367
2004-07-06 05:00:00,05:00:00,0.7,21.849999904633
2004-07-06 06:00:00,06:00:00,1.6,21.775000095367
2004-07-06 07:00:00,07:00:00,3.8,22.924999713898
2004-07-06 08:00:00,08:00:00,5.1,24.875
2004-07-06 09:00:00,09:00:00,3.4,26.650000572205
2004-07-06 10:00:00,10:00:00,2.6,30.500000476837
2004-07-06 11:00:00,11:00:00,2.2,34.199999809265
2004-07-06 12:00:00,12:00:00,3.4,38.150000572205
2004-07-06 13:00:00,13:00:00,3.4,39.574999809265
2004-07-06 14:00:00,14:00:00,1.8,39.89999961853
2004-07-06 15:00:00,15:00:00,2.0,40.200000762939
2004-07-06 16:00:00,16:00:00,2.4,39.575000762939
2004-07-06 17:00:00,17:00:00,3.8,39.47500038147
2004-07-06 18:00:00,18:00:00,4.4,37.875
2004-07-06 19:00:00,19:00:00,3.9,34.150000572205
2004-07-06 20:00:00,20:00:00,4.0,32.550000190735
2004-07-06 21:00:00,21:00:00,2.5,30.400000572205
2004-07-06 22:00:00,22:00:00,2.1,28.799999713898
2004-07-06 23:00:00,23:00:00,2.4,27.800000190735
2004-07-07 00:00:00,00:00:00,2.1,26.924999713898
2004-07-07 01:00:00,01:00:00,1.6,26.324999809265
2004-07-07 02:00:00,02:00:00,0.8,25.72500038147
2004-07-07 03:00:00,03:00:00,0.5,24.77499961853
2004-07-07 04:00:00,04:00:00,0.4,25.47500038147
2004-07-07 05:00:00,05:00:00,0.5,23.950000286102
2004-07-07 06:00:00,06:00:00,1.3,23.924999713898
2004-07-07 07:00:00,07:00:00,4.1,24.75
2004-07-07 08:00:00,08:00:00,4.1,26.949999809265
2004-07-07 09:00:00,09:00:00,4.0,29.574999809265
2004-07-07 10:00:00,10:00:00,2.2,34.575000286102
2004-07-07 11:00:00,11:00:00,2.0,38.25
2004-07-07 12:00:00,12:00:00,2.0,40.39999961853
2004-07-07 13:00:00,13:00:00,2.2,42.625
2004-07-07 14:00:00,14:00:00,2.2,42.5
2004-07-07 15:00:00,15:00:00,1.8,40.974999427795
2004-07-07 16:00:00,16:00:00,1.8,41.300000190735
2004-07-07 17:00:00,17:00:00,3.3,39.175000190735
2004-07-07 18:00:00,18:00:00,4.3,36.85000038147
2004-07-07 19:00:00,19:00:00,5.3,35.574999809265
2004-07-07 20:00:00,20:00:00,4.3,33.72500038147
2004-07-07 21:00:00,21:00:00,3.6,31.525000095367
2004-07-07 22:00:00,22:00:00,2.4,31.125000476837
2004-07-07 23:00:00,23:00:00,2.1,30.166666666667
2004-07-08 00:00:00,00:00:00,1.2,29.849999904633
2004-07-08 01:00:00,01:00:00,0.9,28.375000476837
2004-07-08 02:00:00,02:00:00,0.6,27.549999713898
2004-07-08 03:00:00,03:00:00,0.5,26.775000095367
2004-07-08 04:00:00,04:00:00,-200.0,24.525000095367
2004-07-08 05:00:00,05:00:00,0.6,25.599999904633
2004-07-08 06:00:00,06:00:00,0.6,27.5
2004-07-08 07:00:00,07:00:00,2.2,25.875
2004-07-08 08:00:00,08:00:00,3.2,28.499999523163
2004-07-08 09:00:00,09:00:00,3.0,29.474999904633
2004-07-08 10:00:00,10:00:00,2.7,29.849999904633
2004-07-08 11:00:00,11:00:00,3.2,33.39999961853
2004-07-08 12:00:00,12:00:00,1.4,40.275000572205
2004-07-08 13:00:00,13:00:00,1.3,41.77499961853
2004-07-08 14:00:00,14:00:00,1.4,41.074999809265
2004-07-08 15:00:00,15:00:00,2.1,41.925000190735
2004-07-08 16:00:00,16:00:00,2.4,40.900000572205
2004-07-08 17:00:00,17:00:00,3.1,39.14999961853
2004-07-08 18:00:00,18:00:00,3.5,36.39999961853
2004-07-08 19:00:00,19:00:00,5.1,34.924999237061
2004-07-08 20:00:00,20:00:00,4.5,33.574999809265
2004-07-08 21:00:00,21:00:00,2.9,32.200000286102
2004-07-08 22:00:00,22:00:00,2.6,30.474999904633
2004-07-08 23:00:00,23:00:00,2.7,29.424999713898
2004-07-09 00:00:00,00:00:00,3.2,29.099999904633
2004-07-09 01:00:00,01:00:00,2.3,27.749999523163
2004-07-09 02:00:00,02:00:00,1.0,27.925000190735
2004-07-09 03:00:00,03:00:00,0.5,27.75
2004-07-09 04:00:00,04:00:00,0.4,27.400000095367
2004-07-09 05:00:00,05:00:00,0.6,26.625
2004-07-09 06:00:00,06:00:00,1.0,26.875
2004-07-09 07:00:00,07:00:00,2.9,27.0
2004-07-09 08:00:00,08:00:00,2.7,27.000000476837
2004-07-09 09:00:00,09:00:00,1.8,27.449999809265
2004-07-09 10:00:00,10:00:00,1.8,30.450000286102
2004-07-09 11:00:00,11:00:00,1.7,32.900000572205
2004-07-09 12:00:00,12:00:00,1.5,33.949999809265
2004-07-09 13:00:00,13:00:00,1.7,34.399998664856
2004-07-09 14:00:00,14:00:00,1.3,34.249999046326
2004-07-09 15:00:00,15:00:00,1.5,33.200000762939
2004-07-09 16:00:00,16:00:00,1.5,32.425000190735
2004-07-09 17:00:00,17:00:00,2.3,32.249999046326
2004-07-09 18:00:00,18:00:00,2.2,30.950000286102
2004-07-09 19:00:00,19:00:00,2.8,28.25
2004-07-09 20:00:00,20:00:00,2.7,26.550000190735
2004-07-09 21:00:00,21:00:00,1.7,24.800000190735
2004-07-09 22:00:00,22:00:00,1.5,23.650000095367
2004-07-09 23:00:00,23:00:00,2.3,23.02499961853
2004-07-10 00:00:00,00:00:00,2.3,22.674999713898
2004-07-10 01:00:00,01:00:00,1.5,22.199999809265
2004-07-10 02:00:00,02:00:00,1.0,21.624999523163
2004-07-10 03:00:00,03:00:00,0.5,22.275000095367
2004-07-10 04:00:00,04:00:00,0.3,22.449999809265
2004-07-10 05:00:00,05:00:00,0.4,21.675000190735
2004-07-10 06:00:00,06:00:00,0.5,21.125000476837
2004-07-10 07:00:00,07:00:00,0.9,21.974999904633
2004-07-10 08:00:00,08:00:00,1.1,25.025000095367
2004-07-10 09:00:00,09:00:00,1.4,26.724999904633
2004-07-10 10:00:00,10:00:00,1.1,29.074999809265
2004-07-10 11:00:00,11:00:00,0.9,31.224999904633
2004-07-10 12:00:00,12:00:00,0.8,32.375
2004-07-10 13:00:00,13:00:00,0.8,33.25
2004-07-10 14:00:00,14:00:00,0.6,33.13333384196
2004-07-10 15:00:00,15:00:00,0.6,33.10000038147
2004-07-10 16:00:00,16:00:00,0.5,32.39999961853
2004-07-10 17:00:00,17:00:00,0.7,31.75
2004-07-10 18:00:00,18:00:00,0.8,30.250000476837
2004-07-10 19:00:00,19:00:00,0.9,27.174999713898
2004-07-10 20:00:00,20:00:00,1.3,26.099999904633
2004-07-10 21:00:00,21:00:00,1.3,24.724999904633
2004-07-10 22:00:00,22:00:00,1.4,23.449999809265
2004-07-10 23:00:00,23:00:00,1.9,23.074999809265
2004-07-11 00:00:00,00:00:00,2.3,22.650000095367
2004-07-11 01:00:00,01:00:00,1.0,21.625
2004-07-11 02:00:00,02:00:00,0.5,22.0
2004-07-11 03:00:00,03:00:00,1.0,20.35000038147
2004-07-11 04:00:00,04:00:00,0.4,20.550000190735
